cliente_id,edad,pais,fecha_registro
2457,59.0,Argentina,2021-12-21
2458,54.0,México,2021-07-24
2459,56.0,Colombia,2023-09-21
2460,41.0,Perú,2021-10-18
2461,33.0,Perú,2021-04-21
2462,50.0,Chile,2023-12-28
2463,29.0,Argentina,2022-01-08
2464,51.0,Argentina,2021-07-15
2465,24.0,Perú,2021-05-06
2466,28.0,México,2021-09-19
2467,48.0,,2023-06-06
2468,,México,2023-07-13
2469,30.0,,2021-06-04
2470,48.0,México,2021-04-18
2471,19.0,México,2021-02-04
2472,56.0,Chile,2023-12-04
2473,32.0,,2022-10-17
2474,28.0,Perú,2022-12-24
2475,51.0,Chile,2023-09-25
2476,56.0,Argentina,2022-02-20
2477,21.0,Chile,2023-09-27
2478,28.0,Argentina,2021-10-12
2479,46.0,Argentina,2022-06-02
2480,19.0,México,2021-01-27
2481,33.0,Perú,2021-08-15
2482,56.0,México,2023-04-28
2483,30.0,México,2024-02-03
2484,54.0,Chile,2021-01-18
2485,34.0,Chile,2021-02-12
2486,38.0,Argentina,2021-03-30
2487,61.0,Chile,2022-08-09
2488,36.0,Chile,2021-06-06
2489,24.0,Colombia,2021-05-14
2490,55.0,Argentina,2022-04-09
2491,25.0,Argentina,2024-03-01
2492,30.0,Colombia,2023-01-11
2493,54.0,Argentina,2023-11-24
2494,19.0,Perú,2021-03-24
2495,58.0,Perú,2023-07-18
2496,28.0,Colombia,2024-03-01
2497,41.0,Chile,2023-05-16
2498,23.0,Perú,2021-07-23
2499,43.0,Colombia,2023-08-20
2500,24.0,Perú,2022-05-12
2501,56.0,México,2022-03-18
2502,36.0,Colombia,2023-04-08
2503,23.0,Argentina,2024-02-23
2504,60.0,,2023-05-21
2505,46.0,Argentina,2024-04-13
2506,60.0,Colombia,2023-05-19
2507,56.0,Perú,2021-03-21
2508,19.0,Argentina,2023-03-23
2509,36.0,Chile,2023-07-04
2510,21.0,Chile,2022-07-24
2511,,México,2024-01-20
2512,66.0,Colombia,2023-05-12
2513,54.0,Argentina,2021-06-18
2514,45.0,México,2023-10-09
2515,47.0,Colombia,2021-08-24
2516,24.0,Chile,2022-02-03
2517,,Argentina,2022-08-11
2518,42.0,Perú,2023-04-01
2519,50.0,Chile,2023-10-10
2520,18.0,Perú,2022-04-22
2521,68.0,Perú,2023-04-25
2522,23.0,Argentina,2022-08-08
2523,35.0,Argentina,2024-01-17
2524,27.0,Perú,2022-09-07
2525,45.0,México,2022-08-29
2526,28.0,,2023-08-19
2527,50.0,Perú,2023-02-17
2528,18.0,Argentina,2021-12-24
2529,,Colombia,2023-12-18
2530,54.0,Chile,2022-06-05
2531,37.0,Argentina,2022-06-09
2532,18.0,México,2022-01-28
2533,69.0,Chile,2021-06-02
2534,,Argentina,2023-06-12
2535,35.0,Argentina,2023-09-11
2536,58.0,Colombia,2022-04-25
2537,31.0,México,2022-08-06
2538,48.0,México,2023-05-07
2539,44.0,Argentina,2021-01-20
2540,34.0,Colombia,2022-08-16
2541,63.0,Argentina,2021-08-16
2542,46.0,Perú,2021-01-19
2543,53.0,Perú,2022-03-20
2544,54.0,Colombia,2022-01-03
2545,,Argentina,2023-06-18
2546,34.0,Colombia,2023-06-08
2547,,Argentina,2022-12-27
2548,42.0,Argentina,2021-05-27
2549,19.0,Perú,2022-03-06
2550,,Chile,2023-04-28
2551,22.0,México,2021-07-17
2552,21.0,México,2023-09-24
2553,53.0,Colombia,2022-07-19
2554,23.0,México,2022-01-04
2555,,Perú,2023-03-13
2556,38.0,Chile,2022-12-01
2557,30.0,Argentina,2023-09-23
2558,54.0,Argentina,2022-06-02
2559,,Perú,2023-02-14
2560,43.0,México,2022-07-15
2561,56.0,Argentina,2021-03-01
2562,37.0,México,2022-06-29
2563,,Perú,2023-10-14
2564,,Argentina,2021-10-30
2565,53.0,Colombia,2021-10-10
2566,34.0,Chile,2022-04-23
2567,38.0,México,2023-11-12
2568,63.0,México,2022-07-13
2569,33.0,México,2021-12-15
2570,63.0,México,2022-11-01
2571,33.0,Perú,2021-09-15
2572,37.0,Perú,2022-10-17
2573,46.0,Perú,2023-12-07
2574,45.0,Perú,2023-11-17
2575,25.0,Argentina,2023-11-17
2576,41.0,Perú,2021-05-25
2577,20.0,Argentina,2022-08-10
2578,42.0,Colombia,2022-06-06
2579,36.0,Perú,2024-02-19
2580,50.0,Colombia,2023-03-12
2581,19.0,Perú,2022-01-17
2582,32.0,Colombia,2023-02-15
2583,39.0,Chile,2022-11-04
2584,27.0,Colombia,2021-11-23
2585,35.0,,2022-09-22
2586,39.0,México,2021-03-25
2587,,Colombia,2021-05-26
2588,66.0,México,2024-04-09
2589,44.0,Chile,2022-02-28
2590,30.0,Chile,2022-10-23
2591,50.0,Argentina,2023-02-02
2592,22.0,Argentina,2022-07-23
2593,43.0,Colombia,2021-12-13
2594,30.0,Perú,2021-12-13
2595,44.0,Chile,2022-02-12
2596,31.0,México,2021-05-13
2597,41.0,Perú,2022-09-06
2598,20.0,Chile,2023-09-15
2599,64.0,Colombia,2021-04-16
2600,68.0,Chile,2021-06-20
2601,66.0,,2022-10-02
2602,,México,2021-09-19
2603,52.0,México,2022-05-09
2604,65.0,Argentina,2023-06-22
2605,,Perú,2021-10-17
2606,29.0,,2021-03-26
2607,,México,2021-02-14
2608,61.0,Colombia,2023-03-26
2609,46.0,Perú,2021-11-29
2610,,Chile,2022-04-10
2611,34.0,Colombia,2021-07-19
2612,,Perú,2021-11-25
2613,66.0,México,2021-08-28
2614,38.0,,2023-03-09
2615,40.0,Colombia,2022-12-03
2616,37.0,Perú,2022-08-06
2617,28.0,Chile,2022-10-19
2618,51.0,Chile,2022-12-22
2619,27.0,Argentina,2021-12-26
2620,27.0,Colombia,2022-01-20
2621,60.0,Perú,2023-03-10
2622,23.0,Colombia,2021-12-31
2623,53.0,Chile,2021-03-13
2624,41.0,Perú,2022-05-19
2625,29.0,México,2021-05-07
2626,60.0,México,2022-04-27
2627,,,2021-10-10
2628,44.0,Colombia,2023-10-23
2629,62.0,Colombia,2021-03-15
2630,54.0,México,2023-12-24
2631,23.0,,2023-02-12
2632,18.0,Chile,2021-12-13
2633,,Perú,2021-11-20
2634,67.0,Colombia,2021-08-27
2635,39.0,Chile,2021-12-03
2636,58.0,Colombia,2021-12-07
2637,41.0,México,2023-08-04
2638,42.0,Perú,2023-06-11
2639,32.0,Argentina,2022-04-07
2640,43.0,Perú,2023-03-09
2641,25.0,Argentina,2023-01-03
2642,68.0,Chile,2021-06-11
2643,41.0,Argentina,2022-03-24
2644,65.0,Argentina,2021-09-22
2645,,Chile,2023-10-07
2646,23.0,Perú,2021-05-12
2647,52.0,Chile,2021-04-30
2648,59.0,México,2022-11-03
2649,18.0,México,2022-05-20
2650,63.0,Argentina,2021-04-19
2651,53.0,Chile,2021-10-20
2652,29.0,Chile,2023-09-15
2653,55.0,Chile,2023-04-08
2654,,Perú,2021-07-06
2655,29.0,,2023-11-26
2656,59.0,Colombia,2021-09-13
2657,67.0,Colombia,2023-10-29
2658,56.0,,2023-01-18
2659,24.0,Chile,2021-02-10
2660,28.0,Colombia,2023-01-27
2661,53.0,Chile,2021-04-23
2662,69.0,Argentina,2023-02-07
2663,48.0,Colombia,2024-04-04
2664,50.0,Argentina,2023-05-04
2665,30.0,Perú,2021-03-19
2666,35.0,México,2022-12-20
2667,58.0,Perú,2023-05-28
2668,41.0,Perú,2022-02-06
2669,26.0,Perú,2023-04-13
2670,48.0,Colombia,2021-03-05
2671,58.0,Argentina,2022-10-14
2672,27.0,Colombia,2023-06-05
2673,19.0,México,2023-12-02
2674,55.0,Perú,2022-01-08
2675,32.0,Chile,2021-11-02
2676,20.0,México,2021-07-28
2677,60.0,Argentina,2022-04-12
2678,,México,2023-07-21
2679,23.0,Colombia,2024-03-22
2680,20.0,Chile,2022-10-09
2681,28.0,Colombia,2021-12-28
2682,32.0,Perú,2022-12-22
2683,,Perú,2022-12-17
2684,69.0,México,2022-06-27
2685,45.0,Perú,2021-07-13
2686,,Perú,2022-10-14
2687,55.0,Argentina,2023-11-17
2688,64.0,Argentina,2023-12-06
2689,67.0,,2022-10-09
2690,67.0,Colombia,2023-08-12
2691,24.0,Argentina,2023-12-18
2692,32.0,México,2023-11-03
2693,,Argentina,2023-08-07
2694,35.0,Colombia,2023-08-19
2695,69.0,Chile,2021-02-18
2696,58.0,Perú,2023-03-14
2697,41.0,Chile,2024-01-23
2698,19.0,Chile,2022-08-30
2699,57.0,Perú,2021-01-10
2700,37.0,,2022-11-05
2701,51.0,México,2022-12-27
2702,60.0,Chile,2022-05-31
2703,43.0,México,2021-08-12
2704,,Colombia,2021-07-22
2705,55.0,Chile,2023-07-31
2706,47.0,Colombia,2022-08-12
2707,59.0,Argentina,2022-07-25
2708,22.0,Chile,2023-08-15
2709,,Colombia,2021-07-15
2710,18.0,Colombia,2022-02-22
2711,51.0,Argentina,2021-01-09
2712,18.0,México,2022-06-16
2713,36.0,México,2021-05-29
2714,19.0,Chile,2022-01-18
2715,,,2023-11-02
2716,37.0,Chile,2022-04-21
2717,40.0,México,2022-08-02
2718,38.0,Argentina,2023-12-13
2719,41.0,Perú,2021-07-25
2720,,Argentina,2023-09-13
2721,29.0,Argentina,2023-07-04
2722,39.0,Perú,2023-01-15
2723,37.0,Colombia,2023-07-02
2724,35.0,Colombia,2021-02-23
2725,18.0,Colombia,2023-09-29
2726,47.0,México,2021-12-10
2727,,,2024-04-07
2728,41.0,Perú,2024-03-30
2729,31.0,México,2022-12-04
2730,53.0,Perú,2022-06-11
2731,22.0,México,2022-02-16
2732,28.0,México,2022-07-23
2733,,México,2021-07-18
2734,48.0,Perú,2024-03-30
2735,30.0,Chile,2023-02-14
2736,33.0,México,2022-01-24
2737,41.0,Colombia,2022-04-19
2738,30.0,Argentina,2023-02-04
2739,41.0,Chile,2022-08-15
2740,,Chile,2024-02-22
2741,19.0,Perú,2024-01-01
2742,33.0,,2023-09-09
2743,55.0,Perú,2023-09-21
2744,63.0,Perú,2021-06-17
2745,18.0,Colombia,2021-10-11
2746,66.0,México,2023-11-26
2747,28.0,Chile,2023-04-04
2748,68.0,México,2024-04-13
2749,52.0,México,2024-02-14
2750,60.0,México,2023-06-10
2751,46.0,Perú,2021-05-14
2752,54.0,México,2021-05-02
2753,34.0,Chile,2023-04-13
2754,56.0,Perú,2023-10-19
2755,59.0,Chile,2023-06-14
2756,45.0,Perú,2021-10-16
2757,46.0,Argentina,2023-12-13
2758,60.0,Argentina,2023-12-11
2759,20.0,Argentina,2023-04-19
2760,,Argentina,2023-07-01
2761,27.0,,2021-02-09
2762,,México,2021-09-07
2763,31.0,Colombia,2021-08-06
2764,29.0,Colombia,2021-06-28
2765,64.0,Argentina,2021-07-02
2766,59.0,,2024-04-02
2767,47.0,Chile,2022-12-06
2768,49.0,México,2022-05-12
2769,49.0,Chile,2022-08-20
2770,59.0,Colombia,2022-04-06
2771,,México,2022-04-19
2772,43.0,México,2022-11-16
2773,68.0,Colombia,2023-11-27
2774,18.0,México,2021-11-15
2775,59.0,Chile,2021-12-22
2776,19.0,México,2022-09-09
2777,,Chile,2021-08-17
2778,47.0,Argentina,2022-12-30
2779,56.0,México,2022-07-15
2780,24.0,Chile,2022-09-27
2781,,Colombia,2022-04-04
2782,44.0,Argentina,2021-01-25
2783,26.0,México,2024-02-29
2784,39.0,Chile,2022-01-05
2785,51.0,México,2023-10-09
2786,63.0,Chile,2022-09-03
2787,66.0,México,2021-04-19
2788,18.0,Argentina,2022-12-21
2789,26.0,,2024-01-11
2790,37.0,México,2022-03-08
2791,36.0,México,2023-10-29
2792,53.0,Perú,2022-09-28
2793,57.0,México,2024-03-18
2794,62.0,México,2024-01-27
2795,21.0,Argentina,2024-01-30
2796,26.0,México,2022-01-02
2797,,Colombia,2023-07-14
2798,39.0,México,2022-02-18
2799,35.0,Perú,2021-12-22
2800,29.0,Chile,2021-01-11
2801,59.0,Argentina,2024-02-20
2802,60.0,Colombia,2021-03-06
2803,56.0,Chile,2021-05-05
2804,26.0,Colombia,2021-11-08
2805,23.0,Argentina,2023-02-14
2806,36.0,,2023-09-29
2807,65.0,Argentina,2023-05-23
2808,64.0,Colombia,2022-11-25
2809,24.0,Colombia,2024-03-28
2810,33.0,,2023-09-17
2811,22.0,México,2023-03-10
2812,33.0,Argentina,2022-11-05
2813,18.0,Perú,2023-07-01
2814,68.0,Argentina,2022-02-10
2815,54.0,Chile,2023-09-23
2816,56.0,México,2023-11-07
2817,36.0,Chile,2022-09-29
2818,,Argentina,2023-06-09
2819,,México,2022-05-04
2820,43.0,Chile,2021-08-27
2821,39.0,Chile,2021-06-29
2822,25.0,México,2024-03-12
2823,50.0,México,2021-11-13
2824,19.0,Colombia,2021-08-20
2825,47.0,México,2021-11-27
2826,64.0,,2022-07-15
2827,37.0,Perú,2023-08-07
2828,,Colombia,2021-09-05
2829,60.0,,2021-10-10
2830,,Perú,2023-07-29
2831,41.0,Colombia,2021-02-01
2832,21.0,Argentina,2022-06-14
2833,54.0,Perú,2022-01-16
2834,21.0,México,2021-03-04
2835,30.0,México,2021-05-08
2836,42.0,,2021-06-12
2837,30.0,Colombia,2023-08-16
2838,,Perú,2021-10-22
2839,41.0,Argentina,2021-06-28
2840,19.0,Colombia,2021-08-17
2841,65.0,Chile,2023-06-02
2842,50.0,Chile,2022-01-29
2843,36.0,Colombia,2022-11-23
2844,26.0,México,2021-03-13
2845,45.0,México,2021-11-14
2846,52.0,Chile,2022-08-18
2847,56.0,México,2022-01-14
2848,27.0,México,2023-06-26
2849,18.0,Colombia,2021-05-16
2850,59.0,,2022-12-31
2851,38.0,México,2024-02-17
2852,26.0,Colombia,2023-06-25
2853,64.0,Perú,2022-06-14
2854,32.0,Chile,2023-07-24
2855,52.0,,2022-10-28
2856,22.0,Perú,2022-06-07
2857,58.0,México,2022-01-22
2858,,México,2022-07-28
2859,,Perú,2022-08-06
2860,40.0,Perú,2022-07-27
2861,24.0,Argentina,2022-10-06
2862,40.0,Argentina,2022-07-27
2863,61.0,,2023-05-20
2864,42.0,Perú,2022-07-01
2865,44.0,Colombia,2022-03-14
2866,58.0,Argentina,2022-07-09
2867,23.0,México,2021-04-21
2868,51.0,Perú,2022-06-11
2869,26.0,Colombia,2021-06-26
2870,66.0,Colombia,2022-11-05
2871,50.0,Colombia,2022-09-16
2872,68.0,México,2023-08-02
2873,23.0,Argentina,2022-04-18
2874,54.0,Colombia,2023-09-21
2875,48.0,Argentina,2023-05-29
2876,51.0,Chile,2024-01-27
2877,58.0,México,2021-06-19
2878,46.0,,2023-10-11
2879,31.0,,2021-02-25
2880,53.0,Colombia,2021-11-21
2881,53.0,Colombia,2022-10-20
2882,32.0,México,2023-08-15
2883,25.0,Argentina,2021-09-17
2884,,Perú,2022-10-03
2885,,Colombia,2022-07-16
2886,65.0,,2021-12-06
2887,38.0,Chile,2022-02-08
2888,45.0,México,2022-06-16
2889,21.0,Argentina,2024-04-12
2890,33.0,Argentina,2023-03-06
2891,39.0,Argentina,2024-03-29
2892,29.0,Colombia,2023-10-31
2893,33.0,México,2022-08-17
2894,68.0,Argentina,2022-09-09
2895,57.0,Perú,2022-10-14
2896,55.0,Chile,2022-12-15
2897,59.0,Chile,2021-12-10
2898,54.0,Argentina,2021-02-15
2899,46.0,Colombia,2023-06-23
2900,,Chile,2021-02-24
2901,27.0,Chile,2024-01-07
2902,59.0,Chile,2023-05-06
2903,,Chile,2022-10-22
2904,35.0,Argentina,2021-04-21
2905,18.0,México,2023-11-05
2906,,México,2021-03-19
2907,38.0,Colombia,2022-05-16
2908,18.0,Perú,2022-08-11
2909,32.0,México,2022-02-22
2910,21.0,Perú,2021-10-02
2911,37.0,México,2023-12-23
2912,,México,2023-08-31
2913,40.0,Colombia,2023-09-18
2914,58.0,Chile,2024-02-08
2915,51.0,Colombia,2021-07-13
2916,63.0,México,2023-05-05
2917,65.0,Chile,2023-03-10
2918,50.0,Chile,2021-10-28
2919,51.0,Chile,2023-08-26
2920,56.0,Perú,2022-07-22
2921,27.0,México,2022-11-03
2922,37.0,Argentina,2021-05-29
2923,18.0,Colombia,2023-02-08
2924,30.0,Perú,2021-05-19
2925,18.0,Colombia,2023-05-11
2926,22.0,,2021-10-19
2927,33.0,,2021-12-01
2928,32.0,Argentina,2022-11-30
2929,66.0,Colombia,2021-11-03
2930,45.0,Argentina,2023-07-14
2931,48.0,México,2023-09-08
2932,40.0,Argentina,2023-06-17
2933,,México,2023-07-16
2934,62.0,Argentina,2021-12-10
2935,60.0,México,2022-10-19
2936,34.0,México,2021-09-18
2937,66.0,Argentina,2021-06-18
2938,51.0,Perú,2022-10-22
2939,30.0,Chile,2021-07-19
2940,,Chile,2022-08-05
2941,28.0,Chile,2022-07-20
2942,45.0,México,2022-01-30
2943,59.0,Chile,2021-12-17
2944,49.0,,2021-01-28
2945,52.0,Perú,2022-09-24
2946,48.0,Argentina,2024-03-02
2947,34.0,Argentina,2022-01-15
2948,64.0,México,2022-06-12
2949,26.0,México,2023-06-22
2950,27.0,Perú,2023-03-18
2951,25.0,Chile,2021-08-15
2952,38.0,Perú,2021-01-27
2953,30.0,Argentina,2024-02-15
2954,67.0,Argentina,2021-03-30
2955,22.0,Chile,2022-09-11
2956,23.0,Argentina,2021-05-02
2957,47.0,México,2023-05-16
2958,48.0,Argentina,2021-02-02
2959,34.0,Colombia,2022-08-26
2960,28.0,Chile,2022-11-27
2961,37.0,,2023-06-07
2962,65.0,Chile,2022-06-09
2963,26.0,Colombia,2023-11-14
2964,19.0,Perú,2021-02-03
2965,54.0,México,2021-09-04
2966,18.0,Chile,2023-11-09
2967,21.0,Argentina,2023-11-20
2968,53.0,México,2021-02-18
2969,42.0,,2023-07-01
2970,20.0,México,2021-06-29
2971,26.0,,2023-01-08
2972,39.0,Argentina,2022-08-13
2973,40.0,Argentina,2022-05-11
2974,29.0,México,2022-03-07
2975,27.0,Chile,2023-11-25
2976,,Argentina,2021-12-30
2977,60.0,Colombia,2021-11-06
2978,,Colombia,2023-09-09
2979,47.0,México,2024-03-21
2980,39.0,Perú,2021-08-15
2981,23.0,México,2021-01-10
2982,67.0,México,2021-02-17
2983,19.0,Chile,2021-07-23
2984,47.0,Chile,2023-09-16
2985,19.0,Perú,2023-06-13
2986,49.0,,2021-06-06
2987,,Perú,2023-05-05
2988,33.0,Perú,2021-01-26
2989,29.0,Perú,2022-02-25
2990,18.0,,2023-01-31
2991,25.0,México,2023-02-13
2992,65.0,Colombia,2021-09-21
2993,67.0,Colombia,2022-08-11
2994,30.0,Argentina,2023-08-16
2995,32.0,México,2022-04-15
2996,61.0,Perú,2021-09-11
2997,25.0,Argentina,2024-03-16
2998,27.0,Chile,2023-01-10
2999,63.0,México,2021-04-28
3000,22.0,Colombia,2024-04-03
3001,67.0,México,2022-07-04
3002,36.0,México,2023-06-30
3003,64.0,México,2023-05-20
3004,55.0,,2023-03-19
3005,28.0,Chile,2023-04-01
3006,60.0,,2022-07-18
3007,37.0,México,2024-02-27
3008,,Chile,2022-02-18
3009,38.0,Argentina,2023-05-30
3010,,México,2023-09-20
3011,67.0,Chile,2021-01-01
3012,27.0,Perú,2021-06-16
3013,51.0,,2021-01-16
3014,43.0,Colombia,2022-10-19
3015,47.0,México,2021-04-22
3016,26.0,México,2024-01-31
3017,63.0,Chile,2022-08-17
3018,68.0,Colombia,2022-05-22
3019,,Perú,2022-11-02
3020,59.0,Argentina,2023-11-30
3021,21.0,Colombia,2023-01-29
3022,23.0,México,2022-05-12
3023,31.0,Chile,2023-08-23
3024,21.0,Perú,2021-10-08
3025,,Chile,2021-12-17
3026,64.0,Argentina,2021-11-30
3027,65.0,Colombia,2023-01-31
3028,56.0,Chile,2022-12-29
3029,34.0,Chile,2023-04-03
3030,36.0,México,2021-01-14
3031,68.0,Chile,2023-12-16
3032,66.0,,2021-12-08
3033,23.0,Colombia,2021-07-18
3034,46.0,Argentina,2022-11-09
3035,28.0,Chile,2022-10-20
3036,33.0,Perú,2021-03-19
3037,47.0,Argentina,2021-04-22
3038,42.0,Perú,2022-06-19
3039,,Chile,2024-02-14
3040,28.0,Chile,2024-03-11
3041,24.0,Colombia,2023-09-19
3042,43.0,México,2023-03-01
3043,39.0,Perú,2024-01-05
3044,42.0,México,2022-06-14
3045,36.0,México,2021-04-10
3046,48.0,Argentina,2023-08-31
3047,43.0,Argentina,2023-10-12
3048,59.0,Perú,2021-05-05
3049,58.0,México,2023-10-12
3050,53.0,Colombia,2022-06-03
3051,40.0,México,2021-01-23
3052,64.0,,2021-06-11
3053,30.0,México,2022-09-21
3054,42.0,Chile,2022-05-21
3055,19.0,Chile,2023-06-01
3056,19.0,Colombia,2023-11-11
3057,33.0,Perú,2022-04-28
3058,,México,2021-11-05
3059,,Chile,2023-05-24
3060,30.0,Perú,2021-07-22
3061,52.0,Chile,2022-10-02
3062,,Perú,2021-05-22
3063,30.0,Perú,2023-10-01
3064,48.0,,2022-09-07
3065,38.0,Argentina,2021-04-17
3066,49.0,Perú,2022-06-13
3067,,México,2022-07-30
3068,25.0,Chile,2023-08-27
3069,58.0,Argentina,2022-11-19
3070,65.0,Chile,2021-10-18
3071,19.0,Colombia,2023-03-16
3072,55.0,México,2022-10-30
3073,49.0,Colombia,2022-01-20
3074,57.0,Perú,2023-12-13
3075,45.0,Perú,2022-12-02
3076,54.0,Colombia,2021-01-13
3077,58.0,Colombia,2023-08-18
3078,18.0,Perú,2021-06-09
3079,58.0,Argentina,2022-07-19
3080,27.0,México,2021-01-08
3081,21.0,Chile,2021-03-13
3082,52.0,Colombia,2023-06-11
3083,27.0,México,2021-04-08
3084,64.0,,2021-03-28
3085,28.0,Chile,2021-04-11
3086,31.0,Colombia,2021-10-08
3087,55.0,Argentina,2023-06-02
3088,,Argentina,2023-01-19
3089,62.0,México,2021-07-15
3090,34.0,,2022-01-26
3091,33.0,Perú,2022-09-01
3092,52.0,Argentina,2022-03-26
3093,19.0,México,2024-01-25
3094,28.0,Perú,2021-05-01
3095,58.0,Chile,2021-11-28
3096,20.0,México,2023-12-12
3097,46.0,Perú,2021-11-14
3098,35.0,Argentina,2022-11-06
3099,,Chile,2022-12-03
3100,64.0,México,2022-11-24
3101,,Argentina,2023-10-14
3102,51.0,Chile,2021-01-21
3103,66.0,Colombia,2022-02-03
3104,48.0,Argentina,2021-07-21
3105,57.0,Colombia,2022-04-11
3106,59.0,,2024-03-20
3107,35.0,Perú,2023-06-15
3108,,México,2024-03-28
3109,42.0,Argentina,2021-11-06
3110,36.0,Colombia,2022-05-19
3111,25.0,Colombia,2021-01-26
3112,45.0,Chile,2021-03-07
3113,25.0,México,2021-09-20
3114,,México,2022-04-17
3115,20.0,Argentina,2021-06-16
3116,20.0,Colombia,2023-03-11
3117,61.0,Argentina,2024-03-23
3118,,Argentina,2021-12-09
3119,34.0,,2022-12-19
3120,53.0,Argentina,2022-02-17
3121,34.0,Colombia,2023-10-23
3122,31.0,Argentina,2022-11-18
3123,,Perú,2023-03-08
3124,26.0,Argentina,2022-04-28
3125,47.0,Argentina,2023-11-22
3126,38.0,Perú,2021-01-15
3127,29.0,México,2021-01-17
3128,,Colombia,2022-06-18
3129,49.0,Chile,2021-03-22
3130,28.0,Perú,2022-10-18
3131,37.0,México,2022-03-12
3132,52.0,Argentina,2023-10-29
3133,64.0,México,2023-10-16
3134,63.0,Perú,2022-11-10
3135,28.0,Argentina,2023-02-19
3136,69.0,México,2021-07-05
3137,25.0,Chile,2022-02-26
3138,21.0,Colombia,2022-04-11
3139,44.0,Colombia,2021-03-24
3140,,Perú,2022-07-21
3141,57.0,Argentina,2022-10-05
3142,55.0,Argentina,2021-11-21
3143,64.0,Colombia,2021-02-20
3144,47.0,México,2023-11-17
3145,61.0,Argentina,2022-11-08
3146,65.0,Chile,2023-09-08
3147,65.0,Chile,2023-03-04
3148,44.0,,2023-12-22
3149,38.0,Argentina,2022-10-19
3150,69.0,Colombia,2024-04-09
3151,37.0,Perú,2021-04-27
3152,21.0,Colombia,2023-10-25
3153,28.0,,2023-12-26
3154,30.0,Chile,2023-12-20
3155,26.0,Perú,2023-06-24
3156,21.0,Colombia,2022-05-17
3157,29.0,Argentina,2023-03-10
3158,,Perú,2023-05-07
3159,30.0,Colombia,2024-01-29
3160,65.0,,2024-02-17
3161,43.0,Perú,2021-03-10
3162,,Chile,2022-10-26
3163,59.0,Chile,2023-03-03
3164,30.0,México,2021-08-09
3165,,Perú,2023-10-07
3166,45.0,Colombia,2021-08-11
3167,36.0,Perú,2022-11-08
3168,41.0,Perú,2021-07-30
3169,36.0,Chile,2023-07-20
3170,66.0,Chile,2023-06-05
3171,30.0,Chile,2023-06-01
3172,30.0,Chile,2021-09-19
3173,45.0,Colombia,2022-06-02
3174,19.0,Argentina,2023-03-09
3175,,México,2023-12-23
3176,39.0,Chile,2022-06-24
3177,30.0,Chile,2022-02-21
3178,26.0,México,2021-02-22
3179,50.0,Chile,2021-02-07
3180,31.0,Argentina,2021-11-04
3181,65.0,Perú,2023-04-26
3182,37.0,México,2023-06-17
3183,32.0,Colombia,2021-02-22
3184,49.0,México,2022-08-29
3185,50.0,Argentina,2022-03-28
3186,34.0,Colombia,2022-04-06
3187,41.0,Perú,2023-02-14
3188,47.0,Chile,2024-03-06
3189,30.0,México,2022-01-30
3190,64.0,Colombia,2023-11-27
3191,65.0,México,2024-03-16
3192,33.0,Perú,2023-10-29
3193,19.0,México,2022-10-09
3194,34.0,Colombia,2021-09-20
3195,49.0,Argentina,2022-09-24
3196,60.0,,2022-06-14
3197,25.0,México,2021-10-28
3198,69.0,Perú,2022-04-30
3199,20.0,Chile,2021-04-02
3200,29.0,Chile,2024-04-02
3201,37.0,Perú,2021-11-11
3202,33.0,México,2023-08-03
3203,31.0,Perú,2021-08-26
3204,33.0,México,2021-03-24
3205,66.0,Colombia,2022-10-31
3206,60.0,Argentina,2024-02-07
3207,66.0,México,2021-06-27
3208,68.0,Chile,2021-09-07
3209,50.0,Chile,2023-02-04
3210,47.0,Argentina,2022-10-29
3211,29.0,México,2023-06-22
3212,32.0,Argentina,2021-04-01
3213,35.0,Colombia,2021-12-05
3214,45.0,Argentina,2021-06-18
3215,40.0,Colombia,2024-03-08
3216,31.0,Chile,2022-08-01
3217,47.0,Colombia,2023-02-19
3218,,México,2021-06-19
3219,62.0,México,2021-12-28
3220,32.0,México,2021-09-01
3221,24.0,México,2021-05-18
3222,32.0,Perú,2023-11-18
3223,,,2022-06-03
3224,,México,2021-11-29
3225,63.0,Argentina,2023-08-23
3226,55.0,Argentina,2022-07-17
3227,63.0,Perú,2022-03-02
3228,61.0,Colombia,2024-03-05
3229,28.0,Colombia,2022-10-03
3230,46.0,Colombia,2022-12-10
3231,48.0,Perú,2021-04-17
3232,42.0,Colombia,2022-07-14
3233,69.0,Colombia,2021-05-18
3234,,,2022-09-07
3235,36.0,,2021-02-16
3236,19.0,México,2022-01-03
3237,39.0,México,2021-01-06
3238,37.0,Colombia,2022-06-07
3239,50.0,Argentina,2022-06-13
3240,25.0,Chile,2021-03-07
3241,42.0,Argentina,2022-02-24
3242,63.0,Colombia,2023-07-23
3243,26.0,Colombia,2022-05-13
3244,51.0,,2021-11-27
3245,40.0,,2023-02-07
3246,22.0,México,2023-09-28
3247,42.0,Perú,2024-02-29
3248,25.0,Colombia,2022-06-14
3249,33.0,,2021-08-31
3250,65.0,Argentina,2021-12-16
3251,62.0,México,2023-11-07
3252,69.0,Argentina,2023-01-05
3253,32.0,Argentina,2023-06-01
3254,18.0,Colombia,2021-12-29
3255,39.0,México,2023-10-12
3256,20.0,Colombia,2022-06-09
3257,55.0,Colombia,2023-04-11
3258,31.0,Colombia,2023-02-21
3259,53.0,Colombia,2022-02-24
